666950    113.34    38.29     666950    山西        
667001    110.47    36.82     667001    山西        
667003    110.70    36.64     667003    山西        
667006    110.59    36.63     667006    山西        
667007    110.68    36.90     667007    山西        
667036    111.09    36.69     667036    山西        
667094    111.88    36.64     667094    山西        
667122    110.55    36.52     667122    山西        
667124    110.53    36.35     667124    山西        
667152    110.90    36.41     667152    山西        
667155    111.33    36.40     667155    山西        
667156    111.04    36.53     667156    山西        
667190    111.77    36.42     667190    山西        
667214    112.02    36.41     667214    山西        
667217    112.04    36.26     667217    山西        
667241    110.90    36.22     667241    山西        
667275    111.67    36.05     667275    山西        
667286    111.19    36.15     667286    山西        
667302    112.30    36.04     667302    山西        
667303    112.19    36.37     667303    山西        
667304    112.43    36.22     667304    山西        
667338    110.81    35.80     667338    山西        
667339    111.10    35.87     667339    山西        
667340    110.67    35.89     667340    山西        
667423    111.93    35.71     667423    山西        
667512    113.21    36.94     667512    山西        
667527    113.17    36.76     667527    山西        
667529    113.34    36.82     667529    山西        
667548    112.61    36.91     667548    山西        
667555    112.55    36.54     667555    山西        
667576    112.32    36.67     667576    山西        
667581    112.22    36.78     667581    山西        
667611    112.95    36.66     667611    山西        
667619    112.82    36.56     667619    山西        
667643    113.44    36.67     667643    山西        
667692    112.55    36.39     667692    山西        
667699    112.72    36.24     667699    山西        
667701    112.70    36.43     667701    山西        
667731    113.05    36.34     667731    山西        
667758    112.60    36.16     667758    山西        
667819    113.42    35.89     667819    山西        
667849    113.55    36.14     667849    山西        
667854    113.51    36.35     667854    山西        
668153    111.47    35.38     668153    山西        
668172    111.48    35.23     668172    山西        
668202    111.76    35.12     668202    山西        
668224    110.44    35.13     668224    山西        
668271    111.59    34.96     668271    山西        
668301    110.31    34.79     668301    山西        
668304    110.70    34.91     668304    山西        
668344    110.98    34.79     668344    山西        
668366    110.48    34.71     668366    山西        
668422    112.60    35.92     668422    山西        
668432    112.11    35.55     668432    山西        
668434    112.55    36.02     668434    山西        
668436    112.20    35.88     668436    山西        
668440    112.71    35.88     668440    山西        
668442    112.48    35.83     668442    山西        
668466    113.43    35.76     668466    山西        
668487    112.49    35.36     668487    山西        
668490    112.39    35.63     668490    山西        
668498    112.58    35.52     668498    山西        
668506    112.06    35.37     668506    山西        
50429     120.73    51.29     50429     内蒙古       
50447     123.09    50.15     50447     内蒙古       
50516     118.57    49.48     50516     内蒙古       
50531     121.56    50.00     50531     内蒙古       
50543     124.63    49.70     50543     内蒙古       
50628     119.98    48.26     50628     内蒙古       
50637     121.24    48.16     50637     内蒙古       
50734     121.31    47.56     50734     内蒙古       
50819     118.64    46.33     50819     内蒙古       
50822     120.25    46.87     50822     内蒙古       
50922     120.47    45.97     50922     内蒙古       
50930     121.18    45.82     50930     内蒙古       
52264     101.27    42.56     52264     内蒙古       
52346     99.60     41.38     52346     内蒙古       
52397     104.22    41.18     52397     内蒙古       
52594     104.09    39.45     52594     内蒙古       
52792     104.51    37.94     52792     内蒙古       
53077     112.09    44.30     53077     内蒙古       
53084     113.09    44.49     53084     内蒙古       
53198     114.49    43.13     53198     内蒙古       
53225     107.54    42.40     53225     内蒙古       
53248     109.37    42.25     53248     内蒙古       
53257     110.03    42.10     53257     内蒙古       
53261     111.44    42.72     53261     内蒙古       
53269     111.56    42.01     53269     内蒙古       
53282     113.80    42.79     53282     内蒙古       
53321     107.52    41.82     53321     内蒙古       
53403     105.86    40.71     53403     内蒙古       
54001     115.13    44.73     54001     内蒙古       
54010     116.27    44.52     54010     内蒙古       
54013     118.39    44.74     54013     内蒙古       
54128     119.59    43.25     54128     内蒙古       
54201     115.82    42.87     54201     内蒙古       
670001    122.36    47.50     670001    内蒙古       
670002    122.51    47.46     670002    内蒙古       
670005    122.03    48.17     670005    内蒙古       
670006    123.01    47.92     670006    内蒙古       
670007    122.63    47.67     670007    内蒙古       
670008    122.22    47.53     670008    内蒙古       
670009    122.20    47.28     670009    内蒙古       
670011    122.66    48.13     670011    内蒙古       
670012    121.64    47.22     670012    内蒙古       
670017    121.42    49.60     670017    内蒙古       
670021    121.18    47.98     670021    内蒙古       
670022    121.58    50.65     670022    内蒙古       
670024    118.08    49.27     670024    内蒙古       
670025    119.43    47.47     670025    内蒙古       
670026    119.03    48.07     670026    内蒙古       
670027    117.75    48.97     670027    内蒙古       
670028    118.78    48.73     670028    内蒙古       
670029    118.17    48.36     670029    内蒙古       
670032    119.78    49.67     670032    内蒙古       
670033    118.91    49.19     670033    内蒙古       
670036    123.14    48.24     670036    内蒙古       
670037    123.02    48.50     670037    内蒙古       
670038    123.76    48.34     670038    内蒙古       
670040    123.39    48.63     670040    内蒙古       
670041    123.32    48.35     670041    内蒙古       
670043    123.70    48.63     670043    内蒙古       
670044    123.77    48.50     670044    内蒙古       
670045    123.26    48.03     670045    内蒙古       
670050    119.16    48.37     670050    内蒙古       
670051    119.76    48.43     670051    内蒙古       
670052    119.82    48.79     670052    内蒙古       
670053    119.78    48.59     670053    内蒙古       
670054    119.74    49.00     670054    内蒙古       
670056    120.50    49.19     670056    内蒙古       
670058    124.20    49.56     670058    内蒙古       
670062    121.10    51.08     670062    内蒙古       
670063    121.80    51.62     670063    内蒙古       
670064    121.48    51.32     670064    内蒙古       
670067    124.72    48.87     670067    内蒙古       
670068    124.77    49.47     670068    内蒙古       
670069    124.98    49.51     670069    内蒙古       
670071    124.45    49.55     670071    内蒙古       
670072    124.28    48.66     670072    内蒙古       
670074    124.08    49.06     670074    内蒙古       
670076    123.81    48.85     670076    内蒙古       
670077    117.24    48.46     670077    内蒙古       
670079    116.89    48.20     670079    内蒙古       
670080    117.47    48.03     670080    内蒙古       
670082    119.92    50.83     670082    内蒙古       
670084    119.57    50.20     670084    内蒙古       
670085    123.03    50.63     670085    内蒙古       
670086    124.36    49.88     670086    内蒙古       
670087    120.03    49.19     670087    内蒙古       
670089    117.65    49.33     670089    内蒙古       
670090    119.47    47.84     670090    内蒙古       
670093    123.20    50.58     670093    内蒙古       
670095    122.39    50.66     670095    内蒙古       
670097    121.67    48.82     670097    内蒙古       
670098    120.09    49.79     670098    内蒙古       
670099    119.79    49.34     670099    内蒙古       
670100    123.00    48.98     670100    内蒙古       
670101    123.43    50.35     670101    内蒙古       
670103    117.12    49.39     670103    内蒙古       
670104    115.87    48.60     670104    内蒙古       
670105    124.05    48.62     670105    内蒙古       
670111    120.48    49.55     670111    内蒙古       
670113    119.72    50.35     670113    内蒙古       
670114    120.02    50.58     670114    内蒙古       
670116    120.18    50.63     670116    内蒙古       
670117    119.57    50.36     670117    内蒙古       
670118    119.85    50.47     670118    内蒙古       
670119    120.45    50.26     670119    内蒙古       
670122    120.81    50.36     670122    内蒙古       
670123    120.28    50.02     670123    内蒙古       
670124    119.95    50.18     670124    内蒙古       
670125    119.94    49.43     670125    内蒙古       
670126    119.65    49.59     670126    内蒙古       
670127    120.08    49.96     670127    内蒙古       
670128    120.35    49.44     670128    内蒙古       
670129    120.17    49.45     670129    内蒙古       
670130    120.43    49.89     670130    内蒙古       
670131    121.03    49.37     670131    内蒙古       
670132    120.94    49.06     670132    内蒙古       
670138    124.72    49.83     670138    内蒙古       
670148    120.36    49.11     670148    内蒙古       
670177    124.91    50.07     670177    内蒙古       
670700    120.10    47.05     670700    内蒙古       
670701    120.42    47.18     670701    内蒙古       
670702    120.81    46.71     670702    内蒙古       
670705    120.56    47.41     670705    内蒙古       
670710    122.38    46.34     670710    内蒙古       
670711    121.37    46.29     670711    内蒙古       
670712    121.01    46.27     670712    内蒙古       
670714    121.74    46.20     670714    内蒙古       
670715    121.37    46.49     670715    内蒙古       
670716    120.71    46.32     670716    内蒙古       
670719    121.02    46.47     670719    内蒙古       
670720    121.49    46.07     670720    内蒙古       
670725    121.70    45.92     670725    内蒙古       
670726    121.92    46.31     670726    内蒙古       
670727    120.79    46.14     670727    内蒙古       
670744    122.69    45.72     670744    内蒙古       
670746    122.30    45.89     670746    内蒙古       
670760    122.48    47.24     670760    内蒙古       
670761    123.26    46.71     670761    内蒙古       
670762    122.52    46.53     670762    内蒙古       
670763    121.92    46.94     670763    内蒙古       
670764    122.40    46.82     670764    内蒙古       
670765    122.49    47.05     670765    内蒙古       
670766    122.08    46.50     670766    内蒙古       
670768    123.00    46.28     670768    内蒙古       
670770    121.95    46.80     670770    内蒙古       
670773    122.73    46.93     670773    内蒙古       
670778    123.61    46.75     670778    内蒙古       
670790    121.71    45.62     670790    内蒙古       
670793    121.78    45.49     670793    内蒙古       
670795    121.40    45.52     670795    内蒙古       
670799    121.24    45.59     670799    内蒙古       
670800    121.45    45.73     670800    内蒙古       
670820    121.77    45.04     670820    内蒙古       
670821    120.90    45.53     670821    内蒙古       
670822    121.20    45.23     670822    内蒙古       
670823    122.04    44.44     670823    内蒙古       
670824    121.34    45.42     670824    内蒙古       
670826    121.75    44.60     670826    内蒙古       
670827    120.59    45.55     670827    内蒙古       
670830    121.52    45.22     670830    内蒙古       
670833    122.00    44.73     670833    内蒙古       
670834    121.14    45.47     670834    内蒙古       
671004    120.58    45.27     671004    内蒙古       
671005    120.51    44.70     671005    内蒙古       
671008    121.05    44.93     671008    内蒙古       
671009    121.52    43.87     671009    内蒙古       
671010    121.56    43.66     671010    内蒙古       
671011    121.39    43.77     671011    内蒙古       
671013    120.73    43.49     671013    内蒙古       
671016    122.33    44.12     671016    内蒙古       
671017    123.00    44.25     671017    内蒙古       
671018    123.32    43.67     671018    内蒙古       
671019    123.63    43.25     671019    内蒙古       
671020    122.73    42.85     671020    内蒙古       
671021    123.54    43.37     671021    内蒙古       
671023    121.62    42.98     671023    内蒙古       
671024    121.05    43.20     671024    内蒙古       
671025    122.92    43.09     671025    内蒙古       
671027    120.75    42.65     671027    内蒙古       
671028    121.50    43.30     671028    内蒙古       
671030    121.04    42.98     671030    内蒙古       
671031    121.76    42.57     671031    内蒙古       
671032    121.39    43.00     671032    内蒙古       
671034    121.39    42.59     671034    内蒙古       
671035    122.82    43.72     671035    内蒙古       
671036    121.93    43.74     671036    内蒙古       
671037    121.21    44.64     671037    内蒙古       
671038    122.41    43.78     671038    内蒙古       
671039    120.62    44.48     671039    内蒙古       
671042    121.44    44.50     671042    内蒙古       
671043    120.87    44.01     671043    内蒙古       
671044    120.94    44.31     671044    内蒙古       
671045    119.96    45.25     671045    内蒙古       
671046    120.11    44.82     671046    内蒙古       
671047    120.45    44.39     671047    内蒙古       
671048    121.48    44.63     671048    内蒙古       
671049    122.97    44.41     671049    内蒙古       
671050    123.19    43.96     671050    内蒙古       
671051    122.71    43.99     671051    内蒙古       
671052    122.08    43.87     671052    内蒙古       
671053    123.11    43.66     671053    内蒙古       
671054    122.98    44.04     671054    内蒙古       
671055    121.72    44.05     671055    内蒙古       
671056    123.00    43.88     671056    内蒙古       
671057    122.09    43.74     671057    内蒙古       
671058    121.06    43.57     671058    内蒙古       
671059    120.92    43.55     671059    内蒙古       
671062    121.69    43.47     671062    内蒙古       
671063    122.64    43.30     671063    内蒙古       
671064    120.78    43.07     671064    内蒙古       
671067    122.24    43.24     671067    内蒙古       
671068    123.47    43.12     671068    内蒙古       
671069    123.00    42.81     671069    内蒙古       
671070    121.81    43.24     671070    内蒙古       
671071    123.05    43.37     671071    内蒙古       
671072    122.97    43.63     671072    内蒙古       
671074    123.22    43.18     671074    内蒙古       
671075    121.24    42.46     671075    内蒙古       
671077    122.20    43.45     671077    内蒙古       
671078    122.54    43.73     671078    内蒙古       
671080    121.04    42.62     671080    内蒙古       
671082    121.97    43.43     671082    内蒙古       
671083    122.07    43.56     671083    内蒙古       
671085    121.91    43.58     671085    内蒙古       
671087    120.54    43.21     671087    内蒙古       
671088    121.60    42.56     671088    内蒙古       
671089    121.16    43.67     671089    内蒙古       
671097    122.25    43.71     671097    内蒙古       
671403    118.87    41.63     671403    内蒙古       
671406    119.01    41.47     671406    内蒙古       
671408    118.45    41.40     671408    内蒙古       
671411    119.24    41.79     671411    内蒙古       
671412    118.98    41.77     671412    内蒙古       
671417    118.81    42.09     671417    内蒙古       
671420    118.29    41.68     671420    内蒙古       
671421    118.50    41.83     671421    内蒙古       
671423    119.08    42.00     671423    内蒙古       
671431    120.27    42.44     671431    内蒙古       
671432    120.49    42.58     671432    内蒙古       
671435    120.08    41.82     671435    内蒙古       
671436    120.23    41.99     671436    内蒙古       
671437    120.12    42.26     671437    内蒙古       
671438    119.83    42.68     671438    内蒙古       
671439    120.11    42.91     671439    内蒙古       
671440    120.38    42.13     671440    内蒙古       
671441    119.94    42.46     671441    内蒙古       
671442    120.11    42.63     671442    内蒙古       
671443    119.73    42.45     671443    内蒙古       
671446    119.13    42.34     671446    内蒙古       
671447    118.26    42.43     671447    内蒙古       
671448    118.25    42.18     671448    内蒙古       
671449    119.41    42.67     671449    内蒙古       
671451    118.87    42.44     671451    内蒙古       
671452    118.63    42.12     671452    内蒙古       
671453    118.42    42.23     671453    内蒙古       
671454    118.64    42.31     671454    内蒙古       
