57249	3219	10941	453.7	湖北省	竹溪	
57251	3300	11025	249.9	湖北省	郧西	
57256	3239	11047	287.0	湖北省	十堰	
57257	3214	11014	309.3	湖北省	竹山	
57259	3202	11046	427.1	湖北省	房县	
57260	3234	11131	143.9	湖北省	丹江	
57265	3223	11140	91.2	湖北省	老河	
57355	3102	11022	335.0	湖北省	巴东	
57359	3121	11044	333.4	湖北省	兴山	
57361	3153	11116	331.0	湖北省	保康	
57362	3145	11040	939.3	湖北省	神农架	
57363	3148	11150	146.0	湖北省	南漳	
57368	3103	11138	139.0	湖北省	远安	
57439	3017	10856	1075.8	湖北省	利川	
57544	2928	10927	487.1	湖南省	龙山	
57554	2924	11010	320.9	湖南省	桑植	
57558	2908	11028	184.5	湖南省	张家界	
57445	3036	10943	602.2	湖北省	建始	
57447	3017	10928	458.0	湖北省	恩施	
57453	3046	11119	107.5	湖北省	夷陵区	
57458	3012	11040	616.8	湖北省	五峰	
57460	3049	11147	91.5	湖北省	当阳	
57461	3042	11118	134.3	湖北省	宜昌	
57464	3028	11111	144.2	湖北省	长阳	
57465	3023	11127	76.3	湖北省	宜都	
57466	3026	11145	54.6	湖北省	枝江	
57469	3011	11146	68.7	湖北省	松滋	
57540	2941	10909	771.8	湖北省	咸丰	
57541	3000	10929	535.6	湖北省	宣恩	
57543	2954	11002	538.7	湖北省	鹤峰	
57545	2932	10925	499.8	湖北省	来凤	
57669	2823	11113	129.4	湖南省	安化	
57740	2757	10936	349.7	湖南省	凤凰	
57743	2753	10948	177.6	湖南省	麻阳	
57562	2935	11122	118.1	湖南省	石门	
57564	2926	11108	104.0	湖南省	慈利	
57566	2927	11139	52.5	湖南省	临澧	
57640	2835	10927	344.3	湖南省	花垣	
57642	2842	10938	326.8	湖南省	保靖	
57643	2900	10950	272.6	湖南省	永顺	
57646	2837	10957	302.1	湖南省	古丈	
57649	2819	10944	209.6	湖南省	吉首	
57655	2828	11024	151.4	湖南省	沅陵	
57657	2813	11012	182.9	湖南省	泸溪	
57658	2801	11012	153.8	湖南省	辰溪	
57661	2855	11129	49.8	湖南省	桃源	
57514	2935	10613	325.0	重庆市	璧山	
57516	2935	10628	259.6	重庆市	沙坪坝	
57517	2917	10615	256.3	重庆市	江津	
57518	2920	10630	506.9	 重庆市	巴南	
57519	2909	10705	559.5	重庆市	南川	
57520	2950	10704	382.8	重庆市	长寿	
57522	2945	10725	273.1	重庆市	涪陵	
57744	2722	10910	356.1	湖南省	新晃	
57745	2727	10941	273.2	湖南省	芷江	
57749	2734	11000	261.2	湖南省	怀化	
57752	2755	11036	203.9	湖南省	溆浦	
57754	2721	11009	170.7	湖南省	洪江	
57758	2704	11035	324.7	湖南省	洞口	
57760	2742	11126	250.4	湖南省	冷水江	
57761	2745	11118	213.4	湖南省	新化	
57766	2714	11128	248.2	湖南省	邵阳市	
57767	2707	11102	266.6	湖南省	隆回	
57768	2719	11127	244.0	湖南省	新邵	
57860	2700	11117	284.3	湖南省	邵阳县	
57345	3124	10937	339.8	重庆市	巫溪	
57348	3101	10932	300.3	重庆市	奉节	
57349	3104	10952	275.9	重庆市	巫山	
57409	3011	10548	295.8	重庆市	潼南	
57425	3020	10720	430.5	重庆市	垫江	
57426	3041	10748	459.4	重庆市	梁平	
57432	3046	10824	188.8	重庆市	万州	
57523	2951	10744	290.4	重庆市	丰都	
57525	2919	10745	273.3	重庆市	武隆	
57536	2932	10847	608.8	重庆市	黔江	
57537	2918	10810	321.3	重庆市	彭水	
57612	2900	10639	475.9	重庆市	綦江	
57633	2850	10846	664.9	重庆市	西阳	
57635	2827	10859	364.0	重庆市	秀山	
57333	3157	10840	800.0	重庆市	 城☐ 	
57338	3111	10825	213.2	重庆市	开县	
57339	3057	10841	296.4	重庆市	云阳	
56181	3041	10342	543.3	四川省	崇州	
