56079	220419
56182	220418
56193	220424
56197	220418
56267	220418
56280	220424
56287	220424
56297	220424
56298	220424
56371	220418
56374	220418
56389	220424
56393	220424
56394	220424
56395	220424
56396	220424
56462	220418
56474	220422
56478	220419
56479	220420
56487	220419
56489	220420
56497	220420
56569	220423
56571	220420
56575	220418
56578	220420
56580	220420
56584	220420
56585	220420
56586	220420
56594	220420
56595	220420
56598	220423
56673	220420
56675	220420
56684	220420
56688	220420
56691	220420
56693	220420
56697	220420
56739	220417
56748	220417
56790	220420
56792	220420
56793	220420
56835	220417
56836	220417
56838	220418
56839	220420
56840	220417
56841	220417
56842	220420
56843	220417
56844	220417
56849	220420
56869	220419
56891	220420
56944	220420
56946	220420
56949	220420
56950	220420
56951	220419
56952	220420
56954	220418
56958	220418
56959	220417
56962	220420
56964	220420
56966	220417
56969	220418
56970	220417
56973	220420
56975	220420
56977	220419
56978	220420
56984	220417
56985	220418
56986	220418
56987	220418
56991	220418
56992	220418
56994	220418
57206	220424
57208	220424
57216	220424
57217	220424
57237	220424
57303	220424
57304	220424
57306	220424
57307	220424
57308	220424
57309	220424
57313	220424
57314	220424
57315	220424
57317	220424
57320	220424
57324	220424
57333	220424
57401	220424
57402	220424
57405	220424
57407	220424
57408	220424
57411	220424
57503	220424
57800	220420
57805	220420
57806	220420
57807	220423
57808	220420
57809	220420
57814	220424
57818	220423
57900	220420
57903	220420
57905	220420
57907	220420
57909	220420
57910	220420
57912	220420
