56183	3128	10335	1326.8	 0.5	
56185	3205	10259	2401.3	 0.5	
56186	3120	10412	590.2	 0.7	
56187	3045	10352	548.9	 0.7	
56188	3100	10340	699.7	 0.7	
56189	3059	10356	582.9	 0.7	
56190	3133	10433	520.6	 0.5	
56193	3225	10431	894.9	 0.5	
56194	3138	10427	598.4	 0.5	
56195	3148	10444	544.3	 0.5	
56196	3127	10444	523.7	 0.5	
56197	3109	10410	536.8	 0.7	
56198	3119	10430	526.7	 0.7	
56199	3102	10441	424.7	 0.7	
56247	3000	9906	2590.2	 0.5	
56251	3056	10019	2999.2	 0.6	
56257	3000	10016	3950.5	 0.6	
56263	3053	10153	1951.0	 0.6	
56267	3002	10101	2602.2	 0.6	
56272	3049	10353	559.7	 0.7	
56276	3027	10349	468.2	 0.7	
56279	3009	10256	683.9	 0.7	
56280	3005	10307	692.4	 0.7	
56281	3011	10330	512.0	 0.7	
56284	3025	10329	502.6	 0.7	
56285	3036	10331	525.3	 0.7	
56286	3033	10415	516.3	 0.7	
56287	2959	10300	629.4	 0.7	
56288	3035	10355	495.8	 0.7	
56289	3012	10352	438.2	 0.7	
56290	3047	10411	515.7	 0.7	
56291	3058	10417	474.7	 0.7	
56295	3023	10433	449.7	 0.7	
56296	3051	10426	449.5	 0.7	
56297	3001	10409	437.7	 0.7	
56298	3008	10436	417.9	 0.7	
56357	2903	10018	3728.6	 0.6	
56371	2955	10214	1322.4	 0.6	
56373	2947	10251	763.7	 0.7	
56374	3003	10158	2615.5	 0.6	
56376	2921	10238	1098.7	 0.6	
56378	2914	10221	891.9	 0.6	
56380	2953	10321	572.4	 0.7	
56381	3001	10331	497.4	 0.7	
56382	2944	10336	408.3	 0.7	
56383	2950	10352	456.4	 0.7	
56384	2936	10329	447.9	 0.7	
56385	2931	10320	3048.3	 0.7	
56386	2934	10345	425.2	 0.7	
56389	2912	10357	388.8	 0.7	
56390	2940	10404	405.6	 0.7	
56391	3005	10349	416.6	 0.7	
56393	2946	10451	370.9	 0.7	
56394	2927	10426	385.3	 0.7	
56395	2931	10440	349.5	 0.7	
56396	2921	10446	353.8	 0.7	
56399	2911	10459	307.4	 0.7	
56441	2843	9917	2424.1	 0.5	
56443	2856	9948	2843.1	 0.5	
56459	2756	10116	2424.6	 0.7	
56462	2900	10130	2931.4	 0.6	
56473	2857	10246	1061.5	 0.7	
56474	2833	10210	1775.2	 0.7	
56475	2839	10231	1660.1	 0.7	
56478	2818	10226	1819.3	 0.7	
56479	2800	10251	2133.7	 0.8	
56487	2820	10308	1945.1	 0.8	
56491	2842	10434	288.2	 0.8	
56492	2848	10436	342.1	 0.8	
56493	2851	10458	294.0	 0.8	
56494	2839	10409	463.2	 0.8	
56565	2726	10131	2545.0	 0.7	
56569	2725	10211	1381.2	 0.7	
56571	2754	10216	1592.7	 0.7	
56575	2722	10233	1429.2	 0.7	
56578	2704	10245	994.8	 0.7	
56580	2743	10248	2461.5	 0.7	
56584	2742	10315	1093.7	 0.8	
56592	2826	10431	360.9	 0.8	
56665	2641	10151	1141.5	 0.7	
56666	2635	10143	1191.3	 0.7	
56670	2654	10207	1105.1	 0.7	
56671	2639	10215	1788.6	 0.7	
56674	2630	10144	1109.1	 0.7	
56675	2639	10235	1695.7	 0.7	
57204	3235	10514	802.0	 0.5	
57206	3226	10551	513.5	 0.5	
57208	3201	10528	537.4	 0.5	
57216	3221	10650	580.5	 0.5	
57217	3214	10617	486.9	 0.5	
57237	3204	10802	675.0	 0.5	
57303	3144	10555	461.1	 0.5	
57304	3140	10510	517.7	 0.5	
57306	3135	10558	385.4	 0.5	
57307	3106	10505	406.1	 0.7	
57308	3113	10523	422.5	 0.7	
57309	3059	10553	379.4	 0.7	
57313	3152	10646	416.3	 0.5	
57314	3121	10604	406.9	 0.7	
57315	3132	10624	656.8	 0.5	
57317	3102	10625	326.1	 0.7	
57320	3156	10713	483.1	 0.5	
57324	3135	10705	365.1	 0.5	
57401	3052	10522	384.3	 0.7	
57402	3046	10542	395.5	 0.7	
57405	3030	10533	355.3	 0.7	
57407	3017	10502	463.8	 0.7	
57408	3007	10521	339.6	 0.7	
57411	3047	10606	311.0	 0.7	
57503	2937	10507	351.4	 0.7	
57507	2920	10518	374.2	 0.7	
57333	3157	10840	800.0	 0.5	
57502	2942	10542	395.3	 0.7	
57505	2925	10535	324.0	 0.7	
55279	3123	9001	4701.2	 0.3	
55294	3221	9106	4801.2	 0.3	
55299	3129	9204	4508.2	 0.3	
55472	3057	8838	4673.2	 0.3	
55493	3029	9106	4201.2	 0.3	
55569	2905	8736	4001.2	 0.3	
55572	2941	8906	4001.3	 0.3	
55578	2915	8853	3837.2	 0.3	
55585	2926	9010	3810.6	 0.3	
55589	2918	9059	3556.5	 0.3	
55591	2940	9108	3650.1	 0.3	
55593	2951	9144	3805.1	 0.3	
55597	2902	9141	3741.2	 0.3	
55598	2915	9146	3552.9	 0.3	
55664	2838	8705	4301.2	 0.5	
55680	2855	8936	4041.2	 0.4	
55681	2858	9024	4433.7	 0.4	
55696	2825	9228	3861.0	 0.4	
55773	2744	8905	4301.2	 0.4	
56106	3153	9347	4024.0	 0.3	
56109	3129	9347	3941.2	 0.3	
56116	3125	9536	3874.3	 0.5	
56128	3113	9636	3811.2	 0.5	
56137	3109	9710	3316.2	 0.5	
56202	3040	9317	4490.0	 0.5	
56223	3045	9550	3641.2	 0.5	
56228	3003	9655	3261.0	 0.5	
56307	2909	9235	3261.2	 0.3	
56312	2940	9420	2993.0	 0.5	
56331	2940	9750	3781.2	 0.5	
56342	2941	9836	3871.2	 0.5	
