56483	2836	10357	412.9	绥江	一般站	
56489	2814	10338	876.3	永善	一般站	
56497	2806	10414	433.3	盐津	一般站	
56543	2750	9942	3277.6	香格里拉	基本站	
56567	2718	10051	2242.3	宁蒗	一般站	
56582	2745	10354	1177.0	大关	一般站	
56585	2711	10332	1916.0	鲁甸	一般站	
56586	2721	10343	1950.0	昭通	基本站	
56594	2738	10403	884.0	彝良	一般站	
56595	2725	10452	1644.3	镇雄	一般站	
56643	2552	9851	950.6	六库	基本站	
56645	2625	9925	2345.9	兰坪	一般站	
56646	2632	9955	2193.5	剑川	一般站	
56649	2606	9958	2059.9	洱源	一般站	
56651	2651	10013	2382.1	丽江	基准站	
56652	2641	10045	2131.0	永胜	一般站	
56654	2635	10011	2196.8	鹤庆	一般站	
56664	2638	10116	1230.8	华坪	基本站	
56669	2603	10140	1534.1	永仁	一般站	
56673	2655	10255	894.9	巧家	一般站	
56684	2625	10317	2110.8	会泽	基本站	
56688	2606	10310	1253.4	东川	一般站	
56697	2613	10405	1987.4	宣威	一般站	
56739	2501	9830	1655.8	腾冲	基准站	
56742	2554	9922	1663.9	云龙	一般站	
56745	2541	9957	1627.2	漾濞	一般站	
56746	2528	9931	1618.3	永平	一般站	
56748	2507	9911	1651.2	保山	基本站	
56751	2542	10011	1991.6	大理	基本站	
56752	2550	10034	1440.3	宾川	一般站	
56755	2521	10029	1670.0	弥渡	一般站	
56756	2529	10035	1993.5	祥云	一般站	
56757	2516	10017	1744.0	巍山	一般站	
56761	2543	10119	1873.7	大姚	一般站	
56763	2544	10152	1120.8	元谋	基本站	
56764	2532	10114	1875.2	姚安	一般站	
56766	2520	10131	1769.3	牟定	一般站	
56767	2511	10117	1858.3	南华	一般站	
56768	2502	10133	1820.9	楚雄	基本站	
56772	2514	10230	1694.4	富民	一般站	
56774	2532	10225	1712.0	武定	一般站	
56775	2533	10227	1752.1	禄劝	一般站	
56777	2509	10204	1566.8	禄丰	一般站	
56778	2500	10239	1889.1	昆明	基准站	
56781	2533	10316	1874.1	寻甸	一般站	
56782	2525	10333	2064.8	马龙	一般站	
56783	2530	10348	1906.3	曲靖	一般站	
56785	2520	10302	1925.5	嵩明	一般站	
56786	2535	10350	1900.1	沾益	基本站	
56788	2502	10340	1842.0	陆良	一般站	
56790	2541	10415	1920.5	富源	一般站	
56835	2404	9749	958.7	陇川	一般站	
56836	2442	9757	828.1	盈江	一般站	
56838	2400	9751	763.3	瑞丽	基本站	
56839	2346	9849	994.5	镇康	一般站	
56840	2449	9818	1013.7	粱河	一般站	
56841	2436	9841	1527.6	龙陵	一般站	
56842	2444	9911	1473.4	施甸	一般站	
56843	2450	9937	1650.2	昌宁	一般站	
56844	2426	9835	915.0	潞西	一般站	
56846	2435	9956	1569.8	凤庆	一般站	
56849	2402	9914	1607.2	永德	一般站	
56851	2502	10031	1378.6	南涧	一般站	
56854	2427	10008	1108.1	云县	一般站	
56856	2428	10052	1163.5	景东	基本站	
56862	2441	10136	1966.0	双柏	一般站	
56863	2456	10229	1850.0	安宁	一般站	
